,f0,f1,f2,f3,f4,target
0,1.0811723470687866,-7.120204448699951,0.6806977987289429,0.7538528442382812,0.2877225517875937,1
1,0.9598634839057922,-6.558257102966309,0.6619665622711182,0.766074001789093,0.28765816834195657,1
2,0.8856237530708313,-6.590372085571289,0.6763221025466919,0.7706363201141357,0.287718332958939,1
3,0.907701313495636,-6.995509147644043,0.6683287620544434,0.7539803981781006,0.28731989575973893,1
4,0.8444538116455078,-6.508077621459961,0.6548471450805664,0.7614044547080994,0.2871314084972427,1
5,0.9461586475372314,-7.033568382263184,0.6573777794837952,0.758315920829773,0.2867673792415179,1
6,0.9438313841819763,-7.015566825866699,0.6595178842544556,0.7622708678245544,0.28684591309504764,1
7,0.9896544814109802,-6.492364883422852,0.6766030788421631,0.7641664147377014,0.28758400905687964,1
8,0.9444263577461243,-7.143704891204834,0.6767911911010742,0.7622499465942383,0.2872674415955673,1
9,1.0924339294433594,-7.21693229675293,0.6768538951873779,0.7731661200523376,0.28697944944739445,1
10,0.9994518756866455,-7.238275527954102,0.670486330986023,0.7582449316978455,0.28667541210465675,1
11,0.898184061050415,-6.9017229080200195,0.6803961992263794,0.7585332989692688,0.2875253691223722,1
12,0.9315121173858643,-6.642943859100342,0.6464510560035706,0.7584452629089355,0.2877714303263776,1
13,1.0405094623565674,-6.881058692932129,0.68988037109375,0.763711154460907,0.2871580119608888,1
14,0.9368860125541687,-6.459604740142822,0.6760077476501465,0.771515429019928,0.28786795396134474,1
15,0.8461544513702393,-6.6626763343811035,0.6608811616897583,0.7619155645370483,0.2867718326470981,1
16,0.8436430096626282,-6.662335395812988,0.672036349773407,0.7630833983421326,0.2872065398276933,1
17,1.0908598899841309,-7.019100189208984,0.6769768595695496,0.7718766927719116,0.287824870553871,1
18,0.9042800664901733,-7.237767219543457,0.684704065322876,0.7715343832969666,0.28647543634080824,1
19,1.0214660167694092,-7.214687347412109,0.6844322681427002,0.7776421308517456,0.287599261632549,1
20,0.9033026099205017,-6.588449954986572,0.6909075379371643,0.770216703414917,0.28685344578441274,1
21,0.8811964392662048,-7.096689224243164,0.694697380065918,0.7695192694664001,0.2875245282813372,1
22,0.8727083206176758,-6.5996928215026855,0.6663166284561157,0.7580661177635193,0.287479729990806,1
23,0.8716640472412109,-6.6813788414001465,0.6770297884941101,0.7611060738563538,0.2870312685642758,1
24,0.9289873242378235,-6.748659610748291,0.7021079659461975,0.7700909972190857,0.2865717417211599,1
25,0.9156196713447571,-6.4263691902160645,0.625732958316803,0.7100075483322144,0.2858986161117236,1
26,0.9581340551376343,-7.174193859100342,0.6734132766723633,0.7680180668830872,0.28772766716238735,1
27,0.8861880898475647,-6.692637920379639,0.6801831126213074,0.7620106935501099,0.28705038377133674,1
28,1.0205944776535034,-6.714681148529053,0.6359776854515076,0.7226976156234741,0.2862508053245344,1
29,0.8226921558380127,-6.749566078186035,0.6717262864112854,0.7599698901176453,0.28716246301318116,1
30,0.847230851650238,-6.555364608764648,0.6636824607849121,0.7759122848510742,0.28706952380805534,1
31,0.8416168689727783,-7.043837070465088,0.6973809003829956,0.7738797664642334,0.2881159932782443,1
32,1.0055698156356812,-7.041217803955078,0.6155232191085815,0.7293863296508789,0.28675450689450327,1
33,0.9720512628555298,-6.474555015563965,0.6720391511917114,0.7738890647888184,0.2870591484491748,1
34,0.9748296737670898,-7.1039652824401855,0.6775398254394531,0.7652342319488525,0.2869045233413945,1
